name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Parasect,47,Effect Spore~Dry Skin~Damp,Bug~Grass,60,95,80,60,80,30,10,295,Mushroom Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,75,Bug~Grass,20,70,FALSE,Paras,Red,Armor,6,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Venonat,48,Compound Eyes~Tinted Lens~Run Away,Bug~Poison,60,55,50,40,55,45,10,300,Insect Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Bug,20,70,TRUE,,Purple,Humanoid,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Venomoth,49,Shield Dust~Tinted Lens~Wonder Skin,Bug~Poison,70,65,60,90,75,90,15,125,Poison Moth Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,75,Bug,20,70,FALSE,Venonat,Purple,Bug-Wings,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Diglett,50,Sand Veil~Arena Trap~Sand Force,Ground,10,55,25,35,45,95,2,8,Mole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Field,20,70,TRUE,,Brown,Blob,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Diglett Alola,50,Sand Veil~Tangling Hair~Sand Force,Ground~Steel,10,55,30,35,45,90,2,10,Mole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,255,Field,20,70,TRUE,,Brown,Blob,6,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Dugtrio,51,Sand Veil~Arena Trap~Sand Force,Ground,35,100,50,50,70,120,7,333,Mole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,149,50,Field,20,70,FALSE,Diglett,Brown,Heads,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Dugtrio Alola,51,Sand Veil~Tangling Hair~Sand Force,Ground~Steel,35,100,60,50,70,110,7,666,Mole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149,50,Field,20,70,FALSE,Diglett,Brown,Heads,6,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Meowth,52,Pickup~Technician~Unnerve,Normal,40,45,35,40,40,90,4,42,Scratch Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,255,Field,20,70,TRUE,,Yellow,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Meowth Alola,52,Pickup~Technician~Rattled,Dark,40,35,35,50,40,90,4,42,Scratch Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,255,Field,20,70,TRUE,,Yellow,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Meowth Galar,52,Pickup~Tough Claws~Unnerve,Steel,50,65,55,40,40,40,4,75,Scratch Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,255,Field,20,70,TRUE,,Yellow,Quadruped,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Meowth Gmax,52,Pickup~Technician~Unnerve,Normal,40,45,35,40,40,90,330,10000,Scratch Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,255,Field,20,70,TRUE,,Yellow,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Persian,53,Limber~Technician~Unnerve,Normal,65,70,60,65,65,115,10,320,Classy Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,90,Field,20,70,FALSE,Meowth,Yellow,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Persian Alola,53,Fur Coat~Technician~Rattled,Dark,65,60,60,75,65,115,11,330,Classy Cat Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,154,90,Field,20,70,FALSE,Meowth,Yellow,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Psyduck,54,Damp~Cloud Nine~Swift Swim,Water,50,52,48,65,50,55,8,196,Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,190,Water 1~Field,20,70,TRUE,,Yellow,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Golduck,55,Damp~Cloud Nine~Swift Swim,Water,80,82,78,95,80,85,17,766,Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,75,Water 1~Field,20,70,FALSE,Psyduck,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mankey,56,Vital Spirit~Anger Point~Defiant,Fighting,40,80,35,35,45,70,5,280,Pig Monkey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Field,20,70,TRUE,,Brown,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Primeape,57,Vital Spirit~Anger Point~Defiant,Fighting,65,105,60,60,70,95,10,320,Pig Monkey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,75,Field,20,70,FALSE,Mankey,Brown,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Growlithe,58,Intimidate~Flash Fire~Justified,Fire,55,70,45,70,50,60,7,190,Puppy Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,190,Field,20,70,TRUE,,Brown,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Arcanine,59,Intimidate~Flash Fire~Justified,Fire,90,110,80,100,80,95,19,1550,Legendary Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,194,75,Field,20,70,FALSE,Growlithe,Brown,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Poliwag,60,Water Absorb~Damp~Swift Swim,Water,40,50,40,40,40,90,6,124,Tadpole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Water 1,20,70,TRUE,,Blue,Legs,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Poliwhirl,61,Water Absorb~Damp~Swift Swim,Water,65,65,65,50,50,90,10,200,Tadpole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,135,120,Water 1,20,70,TRUE,Poliwag,Blue,Humanoid,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Poliwrath,62,Water Absorb~Damp~Swift Swim,Water~Fighting,90,95,95,70,90,70,13,540,Tadpole Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,230,45,Water 1,20,70,FALSE,Poliwhirl,Blue,Humanoid,4,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Abra,63,Synchronize~Inner Focus~Magic Guard,Psychic,25,20,15,105,55,90,9,195,Psi Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,200,Human-Like,20,70,TRUE,,Brown,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Kadabra,64,Synchronize~Inner Focus~Magic Guard,Psychic,40,35,30,120,70,105,13,565,Psi Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,100,Human-Like,20,70,TRUE,Abra,Brown,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Alakazam,65,Synchronize~Inner Focus~Magic Guard,Psychic,55,50,45,135,95,120,15,480,Psi Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,225,50,Human-Like,20,70,FALSE,Kadabra,Brown,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Alakazam Mega,65,Trace,Psychic,55,50,65,175,105,150,12,480,Psi Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,270,50,Human-Like,20,70,FALSE,Kadabra,Brown,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Machop,66,Guts~No Guard~Steadfast,Fighting,70,80,50,35,35,35,8,195,Superpower Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,180,Human-Like,20,70,TRUE,,Gray,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Machoke,67,Guts~No Guard~Steadfast,Fighting,80,100,70,50,60,45,15,705,Superpower Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,90,Human-Like,20,70,TRUE,Machop,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Machamp,68,Guts~No Guard~Steadfast,Fighting,90,130,80,65,85,55,16,1300,Superpower Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,227,45,Human-Like,20,70,FALSE,Machoke,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Machamp Gmax,68,Guts~No Guard~Steadfast,Fighting,90,130,80,65,85,55,250,10000,Superpower Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,227,45,Human-Like,20,70,FALSE,Machoke,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Bellsprout,69,Chlorophyll~Gluttony,Grass~Poison,50,75,35,70,30,40,7,40,Flower Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Grass,20,70,TRUE,,Green,Humanoid,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Weepinbell,70,Chlorophyll~Gluttony,Grass~Poison,65,90,50,85,45,55,10,64,Flycatcher Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Grass,20,70,TRUE,Bellsprout,Green,Blob,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Victreebel,71,Chlorophyll~Gluttony,Grass~Poison,80,105,65,100,70,70,17,155,Flycatcher Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,45,Grass,20,70,FALSE,Weepinbell,Green,Blob,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Tentacool,72,Clear Body~Liquid Ooze~Rain Dish,Water~Poison,40,40,35,50,100,70,9,455,Jellyfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,190,Water 3,20,70,TRUE,,Blue,Tentacles,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Tentacruel,73,Clear Body~Liquid Ooze~Rain Dish,Water~Poison,80,70,65,80,120,100,16,550,Jellyfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,60,Water 3,20,70,FALSE,Tentacool,Blue,Tentacles,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Geodude,74,Rock Head~Sturdy~Sand Veil,Rock~Ground,40,80,100,30,30,20,4,200,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Mineral,15,70,TRUE,,Brown,Arms,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Geodude Alola,74,Magnet Pull~Sturdy~Galvanize,Rock~Electric,40,80,100,30,30,20,4,203,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,255,Mineral,15,70,TRUE,,Brown,Arms,3,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Graveler,75,Rock Head~Sturdy~Sand Veil,Rock~Ground,55,95,115,45,45,35,10,1050,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Mineral,15,70,TRUE,Geodude,Brown,Humanoid,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Graveler Alola,75,Magnet Pull~Sturdy~Galvanize,Rock~Electric,55,95,115,45,45,35,10,1100,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137,120,Mineral,15,70,TRUE,Geodude,Brown,Humanoid,3,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Golem,76,Rock Head~Sturdy~Sand Veil,Rock~Ground,80,120,130,55,65,45,14,3000,Megaton Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,223,45,Mineral,15,70,FALSE,Graveler,Brown,Humanoid,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Golem Alola,76,Magnet Pull~Sturdy~Galvanize,Rock~Electric,80,120,130,55,65,45,17,3160,Megaton Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223,45,Mineral,15,70,FALSE,Graveler,Brown,Humanoid,3,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Ponyta,77,Run Away~Flash Fire~Flame Body,Fire,50,85,55,65,65,90,10,300,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,82,190,Field,20,70,TRUE,,Yellow,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Ponyta Galar,77,Run Away~Pastel Veil~Anticipation,Psychic,50,85,55,65,65,90,8,240,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,190,Field,20,70,TRUE,,Yellow,Quadruped,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Rapidash,78,Run Away~Flash Fire~Flame Body,Fire,65,100,70,80,80,105,17,950,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,20,70,FALSE,Ponyta,Yellow,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Rapidash Galar,78,Run Away~Pastel Veil~Anticipation,Psychic~Fairy,65,100,70,80,80,105,17,800,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175,60,Field,20,70,FALSE,Ponyta,Yellow,Quadruped,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Slowpoke,79,Oblivious~Own Tempo~Regenerator,Water~Psychic,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,190,Monster~Water 1,20,70,TRUE,,Pink,Quadruped,6,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Slowpoke Galar,79,Gluttony~Own Tempo~Regenerator,Psychic,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,190,Monster~Water 1,20,70,TRUE,,Pink,Quadruped,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Slowbro,80,Oblivious~Own Tempo~Regenerator,Water~Psychic,95,75,110,100,80,30,16,785,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,172,75,Monster~Water 1,20,70,FALSE,Slowpoke,Pink,Upright,6,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Slowbro Galar,80,Quick Draw~Own Tempo~Regenerator,Poison~Psychic,95,100,95,100,70,30,16,705,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,172,75,Monster~Water 1,20,70,FALSE,Slowpoke,Pink,Upright,2,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5
Slowbro Mega,80,Shell Armor,Water~Psychic,95,75,180,130,80,30,20,1200,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,207,75,Monster~Water 1,20,70,FALSE,Slowpoke,Pink,Upright,6,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Magnemite,81,Magnet Pull~Sturdy~Analytic,Electric~Steel,25,35,70,95,55,45,3,60,Magnet Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Mineral,20,70,TRUE,,Gray,Arms,4,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Magneton,82,Magnet Pull~Sturdy~Analytic,Electric~Steel,50,60,95,120,70,70,10,600,Magnet Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,163,60,Mineral,20,70,TRUE,Magnemite,Gray,Heads,4,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Farfetchd,83,Keen Eye~Inner Focus~Defiant,Normal~Flying,52,90,55,58,62,60,8,150,Wild Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,132,45,Flying~Field,20,70,FALSE,,Brown,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Farfetchd Galar,83,Steadfast~Scrappy,Fighting,52,95,55,58,62,55,8,420,Wild Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,132,45,Flying~Field,20,70,FALSE,,Brown,Wings,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Doduo,84,Run Away~Early Bird~Tangled Feet,Normal~Flying,35,85,45,35,35,75,14,392,Twin Bird Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,190,Flying,20,70,TRUE,,Brown,Legs,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Dodrio,85,Run Away~Early Bird~Tangled Feet,Normal~Flying,60,110,70,60,60,110,18,852,Triple Bird Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,45,Flying,20,70,FALSE,Doduo,Brown,Legs,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Seel,86,Thick Fat~Hydration~Ice Body,Water,65,45,55,45,70,45,11,900,Sea Lion Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Water 1~Field,20,70,TRUE,,White,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Dewgong,87,Thick Fat~Hydration~Ice Body,Water~Ice,90,70,80,70,95,70,17,1200,Sea Lion Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,75,Water 1~Field,20,70,FALSE,Seel,White,Fish,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
Grimer,88,Stench~Sticky Hold~Poison Touch,Poison,80,80,50,40,50,25,9,300,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Amorphous,20,70,TRUE,,Purple,Arms,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Grimer Alola,88,Poison Touch~Gluttony~Power Of Alchemy,Poison~Dark,80,80,50,40,50,25,7,420,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,190,Amorphous,20,70,TRUE,,Purple,Arms,5,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Muk,89,Stench~Sticky Hold~Poison Touch,Poison,105,105,75,65,100,50,12,300,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,75,Amorphous,20,70,FALSE,Grimer,Purple,Arms,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Muk Alola,89,Poison Touch~Gluttony~Power Of Alchemy,Poison~Dark,105,105,75,65,100,50,10,520,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175,75,Amorphous,20,70,FALSE,Grimer,Purple,Arms,5,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Shellder,90,Shell Armor~Skill Link~Overcoat,Water,30,65,100,45,25,40,3,40,Bivalve Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Water 3,20,70,TRUE,,Purple,Ball,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Cloyster,91,Shell Armor~Skill Link~Overcoat,Water~Ice,50,95,180,85,45,70,15,1325,Bivalve Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,60,Water 3,20,70,FALSE,Shellder,Purple,Ball,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
Gastly,92,Levitate,Ghost~Poison,30,35,30,100,35,80,13,1,Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,190,Amorphous,20,70,TRUE,,Purple,Ball,4,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Haunter,93,Levitate,Ghost~Poison,45,50,45,115,55,95,16,1,Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,90,Amorphous,20,70,TRUE,Gastly,Purple,Arms,4,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Gengar,94,Cursed Body,Ghost~Poison,60,65,60,130,75,110,15,405,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,225,45,Amorphous,20,70,FALSE,Haunter,Purple,Upright,4,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Gengar Gmax,94,Cursed Body,Ghost~Poison,60,65,60,130,75,110,200,10000,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,225,45,Amorphous,20,70,FALSE,Haunter,Purple,Upright,4,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Gengar Mega,94,Shadow Tag,Ghost~Poison,60,65,80,170,95,130,14,405,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,270,45,Amorphous,20,70,FALSE,Haunter,Purple,Upright,4,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Onix,95,Rock Head~Sturdy~Weak Armor,Rock~Ground,35,45,160,30,45,70,88,2100,Rock Snake Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,45,Mineral,25,70,TRUE,,Gray,Squiggle,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Drowzee,96,Insomnia~Forewarn~Inner Focus,Psychic,60,48,45,43,90,42,10,324,Hypnosis Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Human-Like,20,70,TRUE,,Yellow,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Hypno,97,Insomnia~Forewarn~Inner Focus,Psychic,85,73,70,73,115,67,16,756,Hypnosis Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,75,Human-Like,20,70,FALSE,Drowzee,Yellow,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Krabby,98,Hyper Cutter~Shell Armor~Sheer Force,Water,30,105,90,25,25,50,4,65,River Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,225,Water 3,20,70,TRUE,,Red,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Kingler,99,Hyper Cutter~Shell Armor~Sheer Force,Water,55,130,115,50,50,75,13,600,Pincer Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Water 3,20,70,FALSE,Krabby,Red,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Kingler Gmax,99,Hyper Cutter~Shell Armor~Sheer Force,Water,55,130,115,50,50,75,190,10000,Pincer Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,166,60,Water 3,20,70,FALSE,Krabby,Red,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Voltorb,100,Soundproof~Static~Aftermath,Electric,40,30,50,55,55,100,5,104,Ball Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Mineral,20,70,TRUE,,Red,Ball,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Electrode,101,Soundproof~Static~Aftermath,Electric,60,50,70,80,80,150,12,666,Ball Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,172,60,Mineral,20,70,FALSE,Voltorb,Red,Ball,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Exeggcute,102,Chlorophyll~Harvest,Grass~Psychic,60,40,80,60,45,40,4,25,Egg Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,90,Grass,20,70,TRUE,,Pink,Heads,4,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
Exeggutor,103,Chlorophyll~Harvest,Grass~Psychic,95,95,85,125,75,55,20,1200,Coconut Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,45,Grass,20,70,FALSE,Exeggcute,Yellow,Legs,4,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
